case	model	run	table	phase	weight	calls	total_ms	avg_us	lhs_shape	rhs_shape	sequence_len	log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.19.mlp.gate_up_proj.weight	4	0.330439	82.6098	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.19.self_attn.o_proj.weight	4	0.357499	89.3748	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.19.self_attn.qkv_proj.weight	4	0.280612	70.153	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.2.mlp.down_proj.weight	4	0.260512	65.128	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.2.mlp.gate_up_proj.weight	4	0.330242	82.5605	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.2.self_attn.o_proj.weight	4	0.36053	90.1325	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.2.self_attn.qkv_proj.weight	4	0.284652	71.163	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.20.mlp.down_proj.weight	4	0.259944	64.986	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.20.mlp.gate_up_proj.weight	4	0.331301	82.8252	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.20.self_attn.o_proj.weight	4	0.33069	82.6725	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.20.self_attn.qkv_proj.weight	4	0.308261	77.0653	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.21.mlp.down_proj.weight	4	0.261893	65.4732	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.21.mlp.gate_up_proj.weight	4	0.331442	82.8605	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.21.self_attn.o_proj.weight	4	0.344802	86.2005	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.21.self_attn.qkv_proj.weight	4	0.278862	69.7155	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.22.mlp.down_proj.weight	4	0.260102	65.0255	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.22.mlp.gate_up_proj.weight	4	0.32782	81.955	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.22.self_attn.o_proj.weight	4	0.325802	81.4505	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.22.self_attn.qkv_proj.weight	4	0.280522	70.1305	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.23.mlp.down_proj.weight	4	0.263582	65.8955	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.23.mlp.gate_up_proj.weight	4	0.327099	81.7747	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.23.self_attn.o_proj.weight	4	0.330301	82.5752	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.23.self_attn.qkv_proj.weight	4	0.279262	69.8155	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.24.mlp.down_proj.weight	4	0.270772	67.693	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.24.mlp.gate_up_proj.weight	4	0.331081	82.7703	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.24.self_attn.o_proj.weight	4	0.34884	87.21	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.24.self_attn.qkv_proj.weight	4	0.280462	70.1155	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.25.mlp.down_proj.weight	4	0.274533	68.6333	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.25.mlp.gate_up_proj.weight	4	0.327841	81.9603	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.25.self_attn.o_proj.weight	4	0.322931	80.7327	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.25.self_attn.qkv_proj.weight	4	0.278862	69.7155	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.26.mlp.down_proj.weight	4	0.262812	65.703	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.26.mlp.gate_up_proj.weight	4	0.32622	81.555	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.26.self_attn.o_proj.weight	4	0.347219	86.8047	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.26.self_attn.qkv_proj.weight	4	0.281442	70.3605	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.27.mlp.down_proj.weight	4	0.303061	75.7652	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.27.mlp.gate_up_proj.weight	4	0.32774	81.935	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.27.self_attn.o_proj.weight	4	0.34225	85.5625	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.27.self_attn.qkv_proj.weight	4	0.281522	70.3805	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.3.mlp.down_proj.weight	4	0.268723	67.1808	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.3.mlp.gate_up_proj.weight	4	0.329992	82.498	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.3.self_attn.o_proj.weight	4	0.327691	81.9227	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.3.self_attn.qkv_proj.weight	4	0.285352	71.338	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.4.mlp.down_proj.weight	4	0.263272	65.818	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.4.mlp.gate_up_proj.weight	4	0.331532	82.883	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.4.self_attn.o_proj.weight	4	0.337212	84.303	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.4.self_attn.qkv_proj.weight	4	0.282222	70.5555	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.5.mlp.down_proj.weight	4	0.257372	64.343	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.5.mlp.gate_up_proj.weight	4	0.331591	82.8978	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.5.self_attn.o_proj.weight	4	0.336741	84.1852	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.5.self_attn.qkv_proj.weight	4	0.283102	70.7755	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.6.mlp.down_proj.weight	4	0.260742	65.1855	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.6.mlp.gate_up_proj.weight	4	0.326581	81.6453	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.6.self_attn.o_proj.weight	4	0.333161	83.2903	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.6.self_attn.qkv_proj.weight	4	0.280762	70.1905	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.7.mlp.down_proj.weight	4	0.257412	64.353	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.7.mlp.gate_up_proj.weight	4	0.324951	81.2378	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.7.self_attn.o_proj.weight	4	0.336621	84.1552	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.7.self_attn.qkv_proj.weight	4	0.286442	71.6105	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.8.mlp.down_proj.weight	4	0.255243	63.8107	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.8.mlp.gate_up_proj.weight	4	0.32886	82.215	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.8.self_attn.o_proj.weight	4	0.33337	83.3425	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.8.self_attn.qkv_proj.weight	4	0.281552	70.388	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.9.mlp.down_proj.weight	4	0.254322	63.5805	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.9.mlp.gate_up_proj.weight	4	0.32893	82.2325	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.9.self_attn.o_proj.weight	4	0.324701	81.1753	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.9.self_attn.qkv_proj.weight	4	0.280741	70.1852	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	embedding_quantized	prefill	model.embed_tokens.weight	1	0.217973	217.973	[1x19]	[151936x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.0.mlp.down_proj.weight	1	0.235703	235.703	[1x19x3072]	[1024x384]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.0.mlp.gate_up_proj.weight	1	0.252472	252.472	[1x19x1024]	[6144x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.0.self_attn.o_proj.weight	1	1.22343	1223.43	[1x19x2048]	[1024x256]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.0.self_attn.qkv_proj.weight	1	0.31047	310.47	[1x19x1024]	[4096x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.1.mlp.down_proj.weight	1	0.218773	218.773	[1x19x3072]	[1024x384]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.1.mlp.gate_up_proj.weight	1	0.243613	243.613	[1x19x1024]	[6144x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.1.self_attn.o_proj.weight	1	0.267782	267.782	[1x19x2048]	[1024x256]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.1.self_attn.qkv_proj.weight	1	0.310561	310.561	[1x19x1024]	[4096x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.10.mlp.down_proj.weight	1	0.269102	269.102	[1x19x3072]	[1024x384]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.10.mlp.gate_up_proj.weight	1	0.241113	241.113	[1x19x1024]	[6144x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.10.self_attn.o_proj.weight	1	0.272002	272.002	[1x19x2048]	[1024x256]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.10.self_attn.qkv_proj.weight	1	0.297971	297.971	[1x19x1024]	[4096x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.11.mlp.down_proj.weight	1	0.220303	220.303	[1x19x3072]	[1024x384]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.11.mlp.gate_up_proj.weight	1	0.249583	249.583	[1x19x1024]	[6144x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.11.self_attn.o_proj.weight	1	0.274462	274.462	[1x19x2048]	[1024x256]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.11.self_attn.qkv_proj.weight	1	0.302501	302.501	[1x19x1024]	[4096x128]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	prefill	model.layers.12.mlp.down_proj.weight	1	0.216404	216.404	[1x19x3072]	[1024x384]	19	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
