case	model	run	table	phase	weight	calls	total_ms	avg_us	lhs_shape	rhs_shape	sequence_len	log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.22.linear_attn.in_proj_qkv_z_ba.weight	1	0.377239	377.239	[1x23x1024]	[8224x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.22.linear_attn.out_proj.weight	1	0.35579	355.79	[1x23x2048]	[1024x256]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.22.mlp.down_proj.weight	1	0.284902	284.902	[1x23x3584]	[1024x448]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.22.mlp.gate_up_proj.weight	1	0.275462	275.462	[1x23x1024]	[7168x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.23.mlp.down_proj.weight	1	0.292752	292.752	[1x23x3584]	[1024x448]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.23.mlp.gate_up_proj.weight	1	0.262923	262.923	[1x23x1024]	[7168x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.23.self_attn.o_proj.weight	1	0.254193	254.193	[1x23x2048]	[1024x256]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.23.self_attn.qkv_proj.weight	1	0.211693	211.693	[1x23x1024]	[5120x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.3.mlp.down_proj.weight	1	0.286141	286.141	[1x23x3584]	[1024x448]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.3.mlp.gate_up_proj.weight	1	0.241113	241.113	[1x23x1024]	[7168x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.3.self_attn.o_proj.weight	1	0.260073	260.073	[1x23x2048]	[1024x256]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.3.self_attn.qkv_proj.weight	1	0.196154	196.154	[1x23x1024]	[5120x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.4.linear_attn.in_proj_qkv_z_ba.weight	1	0.356229	356.229	[1x23x1024]	[8224x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.4.linear_attn.out_proj.weight	1	0.35769	357.69	[1x23x2048]	[1024x256]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.4.mlp.down_proj.weight	1	0.276852	276.852	[1x23x3584]	[1024x448]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.4.mlp.gate_up_proj.weight	1	0.253853	253.853	[1x23x1024]	[7168x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.5.linear_attn.in_proj_qkv_z_ba.weight	1	0.384358	384.358	[1x23x1024]	[8224x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.5.linear_attn.out_proj.weight	1	0.34578	345.78	[1x23x2048]	[1024x256]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.5.mlp.down_proj.weight	1	0.290381	290.381	[1x23x3584]	[1024x448]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.5.mlp.gate_up_proj.weight	1	0.252632	252.632	[1x23x1024]	[7168x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.6.linear_attn.in_proj_qkv_z_ba.weight	1	0.384738	384.738	[1x23x1024]	[8224x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.6.linear_attn.out_proj.weight	1	0.35467	354.67	[1x23x2048]	[1024x256]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.6.mlp.down_proj.weight	1	0.278452	278.452	[1x23x3584]	[1024x448]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.6.mlp.gate_up_proj.weight	1	0.261573	261.573	[1x23x1024]	[7168x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.7.mlp.down_proj.weight	1	0.289251	289.251	[1x23x3584]	[1024x448]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.7.mlp.gate_up_proj.weight	1	0.284591	284.591	[1x23x1024]	[7168x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.7.self_attn.o_proj.weight	1	0.251692	251.692	[1x23x2048]	[1024x256]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.7.self_attn.qkv_proj.weight	1	0.202864	202.864	[1x23x1024]	[5120x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.8.linear_attn.in_proj_qkv_z_ba.weight	1	0.346589	346.589	[1x23x1024]	[8224x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.8.linear_attn.out_proj.weight	1	0.36854	368.54	[1x23x2048]	[1024x256]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.8.mlp.down_proj.weight	1	0.285532	285.532	[1x23x3584]	[1024x448]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.8.mlp.gate_up_proj.weight	1	0.281862	281.862	[1x23x1024]	[7168x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.9.linear_attn.in_proj_qkv_z_ba.weight	1	0.35133	351.33	[1x23x1024]	[8224x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.9.linear_attn.out_proj.weight	1	0.35197	351.97	[1x23x2048]	[1024x256]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.9.mlp.down_proj.weight	1	0.284992	284.992	[1x23x3584]	[1024x448]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen35_0p8b_native4	mlx-community/Qwen3.5-0.8B-MLX-4bit	1	linear_quantized	prefill	model.layers.9.mlp.gate_up_proj.weight	1	0.275112	275.112	[1x23x1024]	[7168x128]	23	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen35_0p8b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.embed_tokens.weight	5	4.10008	820.016	[1x1x1024]	[151936x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	embedding_quantized	decode	model.embed_tokens.weight	4	0.443057	110.764	[1x1]	[151936x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.0.mlp.down_proj.weight	4	0.266813	66.7032	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.0.mlp.gate_up_proj.weight	4	0.335949	83.9873	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.0.self_attn.o_proj.weight	4	0.345919	86.4797	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.0.self_attn.qkv_proj.weight	4	0.280442	70.1105	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.1.mlp.down_proj.weight	4	0.256882	64.2205	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.1.mlp.gate_up_proj.weight	4	0.332531	83.1328	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.1.self_attn.o_proj.weight	4	0.33042	82.605	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.1.self_attn.qkv_proj.weight	4	0.291162	72.7905	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.10.mlp.down_proj.weight	4	0.255042	63.7605	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.10.mlp.gate_up_proj.weight	4	0.33425	83.5625	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.10.self_attn.o_proj.weight	4	0.32687	81.7175	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.10.self_attn.qkv_proj.weight	4	0.281441	70.3602	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.11.mlp.down_proj.weight	4	0.258393	64.5982	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.11.mlp.gate_up_proj.weight	4	0.32981	82.4525	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.11.self_attn.o_proj.weight	4	0.342789	85.6972	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.11.self_attn.qkv_proj.weight	4	0.282851	70.7127	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.12.mlp.down_proj.weight	4	0.255343	63.8357	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.12.mlp.gate_up_proj.weight	4	0.332601	83.1502	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.12.self_attn.o_proj.weight	4	0.32421	81.0525	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.12.self_attn.qkv_proj.weight	4	0.281772	70.443	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.13.mlp.down_proj.weight	4	0.257422	64.3555	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.13.mlp.gate_up_proj.weight	4	0.330181	82.5452	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.13.self_attn.o_proj.weight	4	0.34891	87.2275	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.13.self_attn.qkv_proj.weight	4	0.285252	71.313	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.14.mlp.down_proj.weight	4	0.256152	64.038	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.14.mlp.gate_up_proj.weight	4	0.327811	81.9527	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.14.self_attn.o_proj.weight	4	0.33042	82.605	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.14.self_attn.qkv_proj.weight	4	0.284891	71.2228	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.15.mlp.down_proj.weight	4	0.259493	64.8732	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.15.mlp.gate_up_proj.weight	4	0.33317	83.2925	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.15.self_attn.o_proj.weight	4	0.34201	85.5025	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.15.self_attn.qkv_proj.weight	4	0.282582	70.6455	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.16.mlp.down_proj.weight	4	0.258212	64.553	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.16.mlp.gate_up_proj.weight	4	0.33155	82.8875	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.16.self_attn.o_proj.weight	4	0.34617	86.5425	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.16.self_attn.qkv_proj.weight	4	0.282902	70.7255	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.17.mlp.down_proj.weight	4	0.261222	65.3055	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.17.mlp.gate_up_proj.weight	4	0.326071	81.5178	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.17.self_attn.o_proj.weight	4	0.329141	82.2853	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.17.self_attn.qkv_proj.weight	4	0.280212	70.053	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.18.mlp.down_proj.weight	4	0.258132	64.533	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.18.mlp.gate_up_proj.weight	4	0.327151	81.7878	[1x1x1024]	[6144x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.18.self_attn.o_proj.weight	4	0.350341	87.5853	[1x1x2048]	[1024x256]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.18.self_attn.qkv_proj.weight	4	0.282302	70.5755	[1x1x1024]	[4096x128]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
qwen3_0p6b_native4	mlx-community/Qwen3-0.6B-4bit	1	linear_quantized	decode	model.layers.19.mlp.down_proj.weight	4	0.265572	66.393	[1x1x3072]	[1024x384]	1	/home/reckon/projects/lemon-mlx-engine/.codeinsight+research/quant_profile_shapes_20260429T194109Z/qwen3_0p6b_native4_run1.log
